"MUT";"SRUN";"SCT";"SAVGTCT";"SCTCT";"TRUN";"TCT";"TAVGTCT";"TCTCT"
352;153;54758;2,25;805,26;170;60312;2,50;886,94
353;151;54909;2,22;807,49;171;60483;2,51;889,46
354;152;55061;2,24;809,72;172;60655;2,53;891,99
355;152;55213;2,24;811,96;171;60826;2,51;894,50
356;152;55365;2,24;814,19;173;60999;2,54;897,04
357;152;55517;2,24;816,43;496;61495;7,29;904,34
358;152;55669;2,24;818,66;171;61666;2,51;906,85
359;152;55821;2,24;820,90;169;61835;2,49;909,34
360;153;55974;2,25;823,15;170;62005;2,50;911,84
361;153;56127;2,25;825,40;168;62173;2,47;914,31
362;154;56281;2,26;827,66;171;62344;2,51;916,82
363;153;56434;2,25;829,91;175;62519;2,57;919,40
364;155;56589;2,28;832,19;170;62689;2,50;921,90
365;152;56741;2,24;834,43;166;62855;2,44;924,34
366;152;56893;2,24;836,66;169;63024;2,49;926,82
367;155;57048;2,28;838,94;168;63192;2,47;929,29
368;153;57201;2,25;841,19;168;63360;2,47;931,76
369;153;57354;2,25;843,44;171;63531;2,51;934,28
370;151;57505;2,22;845,66;166;63697;2,44;936,72
371;153;57658;2,25;847,91;167;63864;2,46;939,18
372;151;57809;2,22;850,13;167;64031;2,46;941,63
373;155;57964;2,28;852,41;167;64198;2,46;944,09
374;154;58118;2,26;854,68;168;64366;2,47;946,56
375;152;58270;2,24;856,91;169;64535;2,49;949,04
376;155;58425;2,28;859,19;166;64701;2,44;951,49
377;154;58579;2,26;861,46;167;64868;2,46;953,94
378;151;58730;2,22;863,68;165;65033;2,43;956,37
379;151;58881;2,22;865,90;165;65198;2,43;958,79
380;154;59035;2,26;868,16;165;65363;2,43;961,22
381;152;59187;2,24;870,40;169;65532;2,49;963,71
382;154;59341;2,26;872,66;165;65697;2,43;966,13
383;152;59493;2,24;874,90;168;65865;2,47;968,60
384;154;59647;2,26;877,16;168;66033;2,47;971,07
385;154;59801;2,26;879,43;166;66199;2,44;973,51
386;152;59953;2,24;881,66;165;66364;2,43;975,94
387;153;60106;2,25;883,91;167;66531;2,46;978,40
388;152;60258;2,24;886,15;166;66697;2,44;980,84
389;151;60409;2,22;888,37;167;66864;2,46;983,29
390;157;60566;2,31;890,68;166;67030;2,44;985,74
391;155;60721;2,28;892,96;167;67197;2,46;988,19
392;152;60873;2,24;895,19;167;67364;2,46;990,65
393;152;61025;2,24;897,43;168;67532;2,47;993,12
394;154;61179;2,26;899,69;168;67700;2,47;995,59
395;154;61333;2,26;901,96;168;67868;2,47;998,06
396;154;61487;2,26;904,22;168;68036;2,47;1000,53
397;153;61640;2,25;906,47;167;68203;2,46;1002,99
398;154;61794;2,26;908,74;167;68370;2,46;1005,44
399;152;61946;2,24;910,97;166;68536;2,44;1007,88
400;153;62099;2,25;913,22;169;68705;2,49;1010,37
401;154;62253;2,26;915,49;169;68874;2,49;1012,85
